 Instron DAT-file 
 ================ 
 
Test data:
----------
Filename : 	rope1.DAT
Date : 	 1AUG12  
User : 	bp                            
Sample ID : 	rope    
Machine : 	4505
Test Type : 	Tensile
Method number : 	0   	Tensile               kvds            6/10/2010             
Sample Temp : 	20	°C
Humidity : 	50	%
Speed : 	5	mm/min
Samplerate : 	10	pts/s
Specimen gauge length : 	400	mm
Grip distance : 	400	mm
 
Specimen data:
--------------
Specimen number : 	1
Specimen geometry : 	cylindrical
Surface : 	3.14	mm²
Diameter : 	2	mm
Extensometer removed at point :  0 
Max Load : 	3.511917	kN
Displ. at Max Load : 	.365631	mm
Comment : 	red rope
 
Test results :
--------------
Point nr.	Time [s]	Displ [mm]	Load [kN]
794	79.4	6.587719	2.394857
795	79.5	6.595668	2.402704
796	79.6	6.604127	2.404423
797	79.7	6.612001	2.411082
798	79.8	6.620764	2.414895
799	79.9	6.629451	2.421231
800	80	6.637172	2.426472
801	80.1	6.646114	2.432297
802	80.2	6.654114	2.419636
803	80.3	6.662369	2.410727
804	80.4	6.670675	2.410821
805	80.5	6.678752	2.409143
806	80.6	6.687769	2.409696
807	80.7	6.695643	2.408008
808	80.8	6.704406	2.406809
809	80.9	6.712331	2.402912
810	81	6.72112	2.397192
811	81.1	6.729679	2.39988
812	81.2	6.737833	2.39566
813	81.3	6.746646	2.395639
814	81.4	6.7548	2.397421
815	81.5	6.763435	2.402641
816	81.6	6.771412	2.408841
817	81.7	6.779997	2.410634
818	81.8	6.788353	2.409154
819	81.9	6.796202	2.411967
820	82	6.804991	2.412947
821	82.1	6.812635	2.416292
822	82.2	6.821348	2.422502
823	82.3	6.829628	2.199638
824	82.4	6.837756	2.14784
825	82.5	6.846671	2.141098
826	82.6	6.854723	2.142338
827	82.7	6.863435	2.148226
828	82.8	6.87136	2.153863
829	82.9	6.879997	2.162782
830	83	6.888709	2.058311
831	83.1	6.896608	2.031428
832	83.2	6.905396	2.023446
833	83.3	6.912991	2.024884
834	83.4	6.921729	2.028177
835	83.5	6.930009	2.035554
836	83.6	6.938188	2.0439
837	83.7	6.947052	2.052955
838	83.8	6.954748	2.061375
839	83.9	6.96308	2.070867
840	84	6.971309	2.078933
841	84.1	6.979437	2.089061
842	84.2	6.988353	2.098501
843	84.3	6.996278	2.10665
844	84.4	7.00499	2.115934
845	84.5	7.012609	2.12452
846	84.6	7.021677	2.13519
847	84.7	7.030009	2.143974
848	84.8	7.038162	2.152904
849	84.9	7.047128	2.160949
850	85	7.055003	2.168691
851	85.1	7.063359	2.176766
852	85.2	7.071589	2.18678
853	85.3	7.079996	2.193063
854	85.4	7.088709	2.201952
855	85.5	7.096252	2.208328
856	85.6	7.104761	2.216498
857	85.7	7.112762	2.224177
858	85.8	7.121398	2.23267
859	85.9	7.129348	2.238203
860	86	7.137248	2.244809
861	86.1	7.14568	2.25302
862	86.2	7.154012	2.259241
863	86.3	7.162394	2.267254
864	86.4	7.170268	2.274735
865	86.5	7.178828	2.279549
866	86.6	7.187362	2.287667
867	86.7	7.195972	2.291803
868	86.8	7.204431	2.300587
869	86.9	7.212279	2.30661
870	87	7.221042	2.312424
871	87.1	7.229043	2.320094
872	87.2	7.236917	2.325762
873	87.3	7.245274	2.333129
874	87.4	7.253453	2.339496
875	87.5	7.262038	2.344529
876	87.6	7.269988	2.350895
877	87.7	7.278167	2.357356
878	87.8	7.287082	2.363316
879	87.9	7.295287	2.370818
880	88	7.30377	2.375612
881	88.1	7.311314	2.383614
882	88.2	7.320356	2.388084
883	88.3	7.328713	2.394774
884	88.4	7.336688	2.400714
885	88.5	7.345274	2.408695
886	88.6	7.353351	2.413207
887	88.7	7.361961	2.419345
888	88.8	7.369988	2.42567
889	88.9	7.378167	2.432349
890	89	7.386752	2.438215
891	89.1	7.394372	2.442623
892	89.2	7.403033	2.45049
893	89.3	7.410679	2.4562
894	89.4	7.419162	2.46065
895	89.5	7.427671	2.467673
896	89.6	7.43585	2.474008
897	89.7	7.444791	2.479687
898	89.8	7.452716	2.48572
899	89.9	7.461352	2.492149
900	90	7.469708	2.497558
901	90.1	7.477963	2.50283
902	90.2	7.487006	2.510645
903	90.3	7.495006	2.516188
904	90.4	7.503795	2.520732
905	90.5	7.511288	2.526463
906	90.6	7.52	2.531892
907	90.7	7.528407	2.53881
908	90.8	7.536206	2.543479
909	90.9	7.544994	2.549824
910	91	7.553122	2.554836
911	91.1	7.561682	2.560661
912	91.2	7.570012	2.566538
913	91.3	7.578115	2.572394
914	91.4	7.587005	2.57751
915	91.5	7.595006	2.581011
916	91.6	7.603363	2.58792
917	91.7	7.611669	2.592901
918	91.8	7.620686	2.599465
919	91.9	7.629042	2.603696
920	92	7.636764	2.609417
921	92.1	7.645679	2.61645
922	92.2	7.654087	2.622212
923	92.3	7.662367	2.627454
924	92.4	7.670673	2.633216
925	92.5	7.678801	2.637342
926	92.6	7.68731	2.64299
927	92.7	7.695286	2.648992
928	92.8	7.704125	2.654796
929	92.9	7.712075	2.660881
930	93	7.720685	2.665362
931	93.1	7.729398	2.670384
932	93.2	7.737247	2.67747
933	93.3	7.746111	2.681732
934	93.4	7.753756	2.687223
935	93.5	7.762748	2.693558
936	93.6	7.770368	2.698164
937	93.7	7.77908	2.702863
938	93.8	7.788047	2.708397
939	93.9	7.796251	2.713638
940	94	7.804836	2.721213
941	94.1	7.812329	2.72536
942	94.2	7.820965	2.732133
943	94.3	7.829397	2.737072
944	94.4	7.83717	2.741386
945	94.5	7.846034	2.748326
946	94.6	7.85368	2.752984
947	94.7	7.862468	2.758631
948	94.8	7.870317	2.763445
949	94.9	7.878801	2.76801
950	95	7.887309	2.773761
951	95.1	7.895717	2.780253
952	95.2	7.904124	2.785088
953	95.3	7.912075	2.790277
954	95.4	7.920685	2.795195
955	95.5	7.929118	2.800885
956	95.6	7.937246	2.804855
957	95.7	7.945679	2.811325
958	95.8	7.953807	2.817098
959	95.9	7.962037	2.820995
960	96	7.970012	2.827362
961	96.1	7.97847	2.833104
962	96.2	7.987005	2.838303
963	96.3	7.99531	2.843773
964	96.4	8.003769	2.849338
965	96.5	8.011668	2.856236
966	96.6	8.020279	2.859789
967	96.7	8.028991	2.866271
968	96.8	8.03689	2.870469
969	96.9	8.046034	2.876607
970	97	8.05368	2.882161
971	97.1	8.062392	2.887413
972	97.2	8.070647	2.8928
973	97.3	8.079232	2.897374
974	97.4	8.087639	2.902876
975	97.5	8.09559	2.907909
976	97.6	8.104073	2.912285
977	97.7	8.111998	2.918506
978	97.8	8.120685	2.921913
979	97.9	8.129092	2.926759
980	98	8.136992	2.932073
981	98.1	8.145628	2.938419
982	98.2	8.153807	2.94342
983	98.3	8.162036	2.947661
984	98.4	8.170011	2.951516
985	98.5	8.178521	2.957654
986	98.6	8.18703	2.962666
987	98.7	8.195005	2.966282
988	98.8	8.203362	2.972044
989	98.9	8.211591	2.975514
990	99	8.220354	2.981558
991	99.1	8.228762	2.985059
992	99.2	8.23661	2.991717
993	99.3	8.244992	2.995593
994	99.4	8.253069	3.000241
995	99.5	8.261401	3.004211
996	99.6	8.270011	3.009244
997	99.7	8.277962	3.013714
998	99.8	8.28609	3.016673
999	99.9	8.293989	3.023727
1000	100	8.302726	3.027281
1001	100.1	8.310651	3.032293
1002	100.2	8.319211	3.037961
1003	100.3	8.32767	3.042984
1004	100.4	8.335925	3.046527
1005	100.5	8.344408	3.051195
1006	100.6	8.352409	3.056405
1007	100.7	8.360994	3.0605
1008	100.8	8.369681	3.063928
1009	100.9	8.37753	3.071441
1010	101	8.386318	3.077047
1011	101.1	8.393964	3.082716
1012	101.2	8.402726	3.086341
1013	101.3	8.41027	3.091156
1014	101.4	8.41883	3.095261
1015	101.5	8.427669	3.101471
1016	101.6	8.435924	3.104472
1017	101.7	8.444433	3.11012
1018	101.8	8.452282	3.113996
1019	101.9	8.460994	3.119748
1020	102	8.46968	3.123958
1021	102.1	8.477758	3.127813
1022	102.2	8.486724	3.13344
1023	102.3	8.495004	3.138338
1024	102.4	8.503361	3.143047
1025	102.5	8.511997	3.147945
1026	102.6	8.520709	3.151696
1027	102.7	8.529371	3.157281
1028	102.8	8.537473	3.160866
1029	102.9	8.54644	3.166576
1030	103	8.553831	3.170098
1031	103.1	8.562391	3.173328
1032	103.2	8.570316	3.1766
1033	103.3	8.578748	3.181497
1034	103.4	8.58741	3.185374
1035	103.5	8.59536	3.189354
1036	103.6	8.604072	3.194376
1037	103.7	8.611997	3.19842
1038	103.8	8.621039	3.202108
1039	103.9	8.62904	3.208193
1040	104	8.636889	3.210027
1041	104.1	8.646033	3.216967
1042	104.2	8.654085	3.220052
1043	104.3	8.662721	3.225282
1044	104.4	8.671001	3.229117
1045	104.5	8.679485	3.232993
1046	104.6	8.68835	3.23714
1047	104.7	8.696325	3.242058
1048	104.8	8.705012	3.24804
1049	104.9	8.712632	3.250561
1050	105	8.721725	3.255521
1051	105.1	8.730006	3.259919
1052	105.2	8.737803	3.261565
1053	105.3	8.746312	3.26763
1054	105.4	8.754517	3.271235
1055	105.5	8.763076	3.275319
1056	105.6	8.771077	3.278612
1057	105.7	8.779078	3.283593
1058	105.8	8.788045	3.287302
1059	105.9	8.796198	3.29195
1060	106	8.805012	3.297285
1061	106.1	8.813089	3.301578
1062	106.2	8.82175	3.305162
1063	106.3	8.830005	3.309518
1064	106.4	8.838159	3.315603
1065	106.5	8.846667	3.319542
1066	106.6	8.854999	3.322876
1067	106.7	8.863406	3.327357
1068	106.8	8.87095	3.331171
1069	106.9	8.879993	3.335818
1070	107	8.8884	3.338965
1071	107.1	8.896249	3.342383
1072	107.2	8.904757	3.346967
1073	107.3	8.912556	3.350802
1074	107.4	8.921369	3.354657
1075	107.5	8.929725	3.360493
1076	107.6	8.937803	3.362097
1077	107.7	8.946388	3.368474
1078	107.8	8.954491	3.373184
1079	107.9	8.963076	3.376269
1080	108	8.97133	3.380853
1081	108.1	8.979993	3.384667
1082	108.2	8.988552	3.390627
1083	108.3	8.996274	3.393795
1084	108.4	9.004732	3.398067
1085	108.5	9.012708	3.401485
1086	108.6	9.021369	3.405424
1087	108.7	9.029751	3.409363
1088	108.8	9.037599	3.415281
1089	108.9	9.046007	3.418386
1090	109	9.054363	3.421992
1091	109.1	9.062669	3.426618
1092	109.2	9.071051	3.429869
1093	109.3	9.07956	3.435017
1094	109.4	9.088044	3.438747
1095	109.5	9.096274	3.442269
1096	109.6	9.105011	3.445708
1097	109.7	9.113012	3.450751
1098	109.8	9.121317	3.454252
1099	109.9	9.129675	3.459462
1100	110	9.137599	3.460546
1101	110.1	9.146032	3.463755
1102	110.2	9.153753	3.468194
1103	110.3	9.16244	3.471028
1104	110.4	9.170365	3.474259
1105	110.5	9.178468	3.476989
1106	110.6	9.187028	3.480323
1107	110.7	9.195283	3.485179
1108	110.8	9.203792	3.487179
1109	110.9	9.211691	3.491306
1110	111	9.220708	3.494536
1111	111.1	9.229115	3.49785
1112	111.2	9.236837	3.500246
1113	111.3	9.245676	3.503393
1114	111.4	9.253804	3.505081
1115	111.5	9.262008	3.504581
1116	111.6	9.270289	3.508437
1117	111.7	9.278569	3.50879
1118	111.8	9.287028	3.511917
1119	111.9	9.295003	3.511146
1120	112	9.30341	3.510791
1121	112.1	9.31131	3.507853
1122	112.2	9.319996	3.496183
1123	112.3	9.328354	3.477968
1124	112.4	9.336202	3.454961
1125	112.5	9.34499	3.429849
1126	112.6	9.353093	3.39763
1127	112.7	9.361754	3.366703
1128	112.8	9.370009	3.330191
1129	112.9	9.377833	3.288344
1130	113	9.387027	3.24656
1131	113.1	9.395002	3.211299
1132	113.2	9.403766	3.176454
1133	113.3	9.41164	3.138212
1134	113.4	9.420326	3.107244
1135	113.5	9.428708	3.078631
1136	113.6	9.436532	3.014464
1137	113.7	9.445727	2.905033
1138	113.8	9.453448	2.840512
1139	113.9	9.462084	2.794539
1140	114	9.470009	2.761382
1141	114.1	9.478442	2.73974
1142	114.2	9.487357	2.724933
1143	114.3	9.495435	2.713461
1144	114.4	9.504121	2.705739
1145	114.5	9.511995	2.699237
1146	114.6	9.520606	2.691443
1147	114.7	9.529038	2.688974
1148	114.8	9.53709	2.678689
1149	114.9	9.546082	2.673604
1150	115	9.554108	2.669999
1151	115.1	9.562389	2.663049
1152	115.2	9.570644	2.647231
1153	115.3	9.579076	2.6038
1154	115.4	9.587763	2.343737
1155	115.5	9.595993	2.157343
1156	115.6	9.6044	2.027708
1157	115.7	9.612833	1.967636
1158	115.8	9.621368	1.934855
1159	115.9	9.629724	1.913515
1160	116	9.637751	1.89826
1161	116.1	9.646285	1.885766
1162	116.2	9.654998	1.879274
1163	116.3	9.66371	1.872105
1164	116.4	9.671964	1.861914
1165	116.5	9.680397	1.852849
1166	116.6	9.689109	1.84866
1167	116.7	9.697364	1.845065
1168	116.8	9.705365	1.8432
1169	116.9	9.713646	1.841814
1170	117	9.722332	1.839626
1171	117.1	9.730004	1.840366
1172	117.2	9.738513	1.840908
1173	117.3	9.747148	1.841991
1174	117.4	9.755352	1.843148
1175	117.5	9.763633	1.843877
1176	117.6	9.771279	1.844023
1177	117.7	9.779991	1.843679
1178	117.8	9.788398	1.845617
1179	117.9	9.796729	1.848441
1180	118	9.80501	1.849734
1181	118.1	9.813011	1.850515
1182	118.2	9.821672	1.852818
1183	118.3	9.830003	1.855527
1184	118.4	9.838208	1.85684
1185	118.5	9.846716	1.828268
1186	118.6	9.854997	1.788828
1187	118.7	9.863811	1.752025
1188	118.8	9.871354	1.723099
1189	118.9	9.879991	1.678824
1190	119	9.888398	1.642125
1191	119.1	9.896272	1.612198
1192	119.2	9.904806	1.593359
1193	119.3	9.912325	1.569601
1194	119.4	9.921037	1.472216
1195	119.5	9.929723	1.421241
1196	119.6	9.937395	1.393029
1197	119.7	9.94603	1.379524
1198	119.8	9.954159	1.368239
1199	119.9	9.962388	1.360336
1200	120	9.970389	1.355407
1201	120.1	9.979076	1.349942
1202	120.2	9.988068	1.347738
1203	120.3	9.996272	1.34557
1204	120.4	10.004832	1.343262
1205	120.5	10.012324	1.343935
1206	120.6	10.021011	1.342757
1207	120.7	10.0298	1.342892
1208	120.8	10.03747	1.343413
1209	120.9	10.04603	1.3453
1210	121	10.053726	1.344732
1211	121.1	10.062718	1.34531
1212	121.2	10.070288	1.345362
1213	121.3	10.078847	1.346732
1214	121.4	10.088042	1.348446
1215	121.5	10.095636	1.349134
1216	121.6	10.104044	1.349587
1217	121.7	10.111994	1.350937
1218	121.8	10.121036	1.353349
1219	121.9	10.129393	1.353651
1220	122	10.137572	1.354787
1221	122.1	10.145954	1.357058
1222	122.2	10.153803	1.359163
1223	122.3	10.162388	1.35921
1224	122.4	10.170007	1.361539
1225	122.5	10.178491	1.362076
1226	122.6	10.187051	1.36304
1227	122.7	10.194366	1.364947
1228	122.8	10.203434	1.367135
1229	122.9	10.211359	1.368156
1230	123	10.219842	1.369193
1231	123.1	10.228352	1.371959
1232	123.2	10.236632	1.371563
1233	123.3	10.244988	1.372944
1234	123.4	10.25271	1.374241
1235	123.5	10.261727	1.375262
1236	123.6	10.270007	1.376893
1237	123.7	10.278161	1.376732
1238	123.8	10.286949	1.379816
1239	123.9	10.295407	1.379634
1240	124	10.303434	1.381129
1241	124.1	10.31141	1.381546
1242	124.2	10.319994	1.381665
1243	124.3	10.328071	1.382869
1244	124.4	10.336149	1.384495
1245	124.5	10.34476	1.386506
1246	124.6	10.35276	1.385167
1247	124.7	10.36099	1.386573
1248	124.8	10.369449	1.388371
1249	124.9	10.377449	1.388673
1250	125	10.386492	1.389955
1251	125.1	10.39401	1.389762
1252	125.2	10.403078	1.391721
1253	125.3	10.411003	1.391617
1254	125.4	10.419994	1.392226
1255	125.5	10.428351	1.392492
1256	125.6	10.43653	1.393174
1257	125.7	10.444988	1.395691
1258	125.8	10.452685	1.394227
1259	125.9	10.461269	1.395451
1260	126	10.469728	1.395227
1261	126.1	10.47783	1.398134
1262	126.2	10.486009	1.397222
1263	126.3	10.494086	1.398931
1264	126.4	10.502569	1.398572
1265	126.5	10.510291	1.400098
1266	126.6	10.518801	1.400323
1267	126.7	10.527716	1.400901
1268	126.8	10.535869	1.40224
1269	126.9	10.544429	1.402433
1270	127	10.55243	1.403928
1271	127.1	10.561371	1.403516
1272	127.2	10.570006	1.405173
1273	127.3	10.578109	1.407049
1274	127.4	10.586999	1.406569
1275	127.5	10.595	1.406486
1276	127.6	10.603357	1.406616
1277	127.7	10.611282	1.409596
1278	127.8	10.619435	1.407366
1279	127.9	10.628351	1.408716
1280	128	10.635869	1.40945
1281	128.1	10.64481	1.409029
1282	128.2	10.652607	1.409956
1283	128.3	10.661371	1.410716
1284	128.4	10.670006	1.41155
1285	128.5	10.677804	1.41142
1286	128.6	10.686669	1.413108
1287	128.7	10.694645	1.412748
1288	128.8	10.703407	1.412597
1289	128.9	10.711714	1.412613
1290	129	10.719994	1.412561
1291	129.1	10.728731	1.413389
1292	129.2	10.736758	1.414786
1293	129.3	10.745445	1.414061
1294	129.4	10.75375	1.416281
1295	129.5	10.762005	1.41564
1296	129.6	10.770006	1.414426
1297	129.7	10.778566	1.417495
1298	129.8	10.787126	1.416911
1299	129.9	10.795	1.415098
1300	130	10.803484	1.417547
1301	130.1	10.811281	1.417094
1302	130.2	10.820324	1.419016
1303	130.3	10.828731	1.419626
1304	130.4	10.836605	1.419735
1305	130.5	10.845673	1.421324
1306	130.6	10.853369	1.421345
1307	130.7	10.862412	1.421996
1308	130.8	10.870311	1.42258
1309	130.9	10.878846	1.422064
1310	131	10.887761	1.423163
1311	131.1	10.895635	1.42359
1312	131.2	10.904067	1.424174
1313	131.3	10.911637	1.424627
1314	131.4	10.920323	1.423585
1315	131.5	10.928681	1.42581
1316	131.6	10.936834	1.424685
1317	131.7	10.945672	1.425873
1318	131.8	10.953089	1.427472
1319	131.9	10.961649	1.426623
1320	132	10.970006	1.429681
1321	132.1	10.97816	1.429665
1322	132.2	10.98705	1.430853
1323	132.3	10.995329	1.429483
1324	132.4	11.003788	1.43152
1325	132.5	11.012043	1.432724
1326	132.6	11.020679	1.431067
1327	132.7	11.029366	1.432546
1328	132.8	11.037468	1.434334
1329	132.9	11.046002	1.433302
1330	133	11.05408	1.434901
1331	133.1	11.06264	1.434354
1332	133.2	11.070641	1.435923
1333	133.3	11.079124	1.43598
1334	133.4	11.087633	1.437105
1335	133.5	11.095635	1.437079
1336	133.6	11.104372	1.438028
1337	133.7	11.112678	1.438397
1338	133.8	11.121364	1.437282
1339	133.9	11.129315	1.439007
1340	134	11.137189	1.439726
1341	134.1	11.146028	1.439585
1342	134.2	11.154131	1.439273
1343	134.3	11.162792	1.43971
1344	134.4	11.170361	1.440085
1345	134.5	11.178794	1.440372
1346	134.6	11.187328	1.43983
1347	134.7	11.195355	1.440862
1348	134.8	11.203762	1.441393
1349	134.9	11.211916	1.440836
1350	135	11.220678	1.441768
1351	135.1	11.22873	1.439689
1352	135.2	11.236757	1.440476
1353	135.3	11.245011	1.442149
1354	135.4	11.253393	1.440742
1355	135.5	11.261953	1.442174
1356	135.6	11.270005	1.441028
1357	135.7	11.278489	1.442711
1358	135.8	11.287074	1.44305
1359	135.9	11.295279	1.442435
1360	136	11.303711	1.442529
1361	136.1	11.311636	1.443404
1362	136.2	11.320399	1.444029
1363	136.3	11.328807	1.443159
1364	136.4	11.336833	1.443805
1365	136.5	11.345672	1.445457
1366	136.6	11.353368	1.44517
1367	136.7	11.36203	1.445728
1368	136.8	11.370005	1.447218
1369	136.9	11.378108	1.446072
1370	137	11.386642	1.446197
1371	137.1	11.394999	1.446546
1372	137.2	11.403787	1.448156
1373	137.3	11.411356	1.447546
1374	137.4	11.420322	1.449041
1375	137.5	11.428349	1.447801
1376	137.6	11.436909	1.449469
1377	137.7	11.445291	1.45074
1378	137.8	11.453368	1.451907
1379	137.9	11.46203	1.450135
1380	138	11.470005	1.448963
1381	138.1	11.478209	1.448208
1382	138.2	11.487074	1.448739
1383	138.3	11.494998	1.448489
1384	138.4	11.503431	1.446515
1385	138.5	11.511712	1.448447
1386	138.6	11.519992	1.447202
1387	138.7	11.52845	1.446739
1388	138.8	11.536197	1.445509
1389	138.9	11.545011	1.447103
1390	139	11.553165	1.445764
1391	139.1	11.561725	1.443097
1392	139.2	11.570004	1.442935
1393	139.3	11.577803	1.440768
1394	139.4	11.586693	1.442633
1395	139.5	11.594998	1.441518
1396	139.6	11.603406	1.441529
1397	139.7	11.611712	1.437418
1398	139.8	11.620322	1.433578
1399	139.9	11.629009	1.428905
1400	140	11.636476	1.422663
1401	140.1	11.645646	1.417453
1402	140.2	11.653723	1.412853
1403	140.3	11.662765	1.407491
1404	140.4	11.671072	1.398015
1405	140.5	11.679047	1.386625
1406	140.6	11.688089	1.374074
1407	140.7	11.695913	1.353354
1408	140.8	11.704726	1.309762
1409	140.9	11.713032	1.255833
1410	141	11.721668	1.19957
1411	141.1	11.73	1.138087
1412	141.2	11.738077	1.092817
1413	141.3	11.746992	1.061614
1414	141.4	11.754993	1.036809
1415	141.5	11.763731	1.01834
1416	141.6	11.772011	1.003887
1417	141.7	11.780393	0.990779
1418	141.8	11.789131	0.982083
1419	141.9	11.796547	0.972267
1420	142	11.805285	0.963525
1421	142.1	11.813235	0.956549
1422	142.2	11.822049	0.950677
1423	142.3	11.83	0.94529
1424	142.4	11.838204	0.940174
1425	142.5	11.847043	0.935928
1426	142.6	11.854993	0.930514
1427	142.7	11.863807	0.927649
1428	142.8	11.87163	0.923366
1429	142.9	11.880367	0.921678
1430	143	11.888724	0.918156
1431	143.1	11.896929	0.914827
1432	143.2	11.90531	0.911956
1433	143.3	11.913692	0.910638
1434	143.4	11.921668	0.908512
1435	143.5	11.929999	0.907684
1436	143.6	11.938127	0.903896
1437	143.7	11.946687	0.902729
1438	143.8	11.954764	0.900552
1439	143.9	11.962994	0.897801
1440	144	11.971324	0.898129
1441	144.1	11.979427	0.896102
1442	144.2	11.988013	0.893737
1443	144.3	11.995988	0.891179
1444	144.4	12.004828	0.890726
1445	144.5	12.012651	0.890757
1446	144.6	12.021363	0.889548
1447	144.7	12.029999	0.890048
1448	144.8	12.038229	0.887745
1449	144.9	12.046991	0.886682
1450	145	12.055399	0.884645
1451	145.1	12.063755	0.884161
1452	145.2	12.071629	0.88427
1453	145.3	12.080317	0.882134
1454	145.4	12.088673	0.882822
1455	145.5	12.096648	0.881129
1456	145.6	12.105005	0.879336
1457	145.7	12.113032	0.879295
1458	145.8	12.121312	0.878008
1459	145.9	12.129719	0.877674
1460	146	12.137593	0.875439
1461	146.1	12.14595	0.872959
1462	146.2	12.154154	0.873204
1463	146.3	12.162764	0.872517
1464	146.4	12.170639	0.870485
1465	146.5	12.179148	0.870396
1466	146.6	12.187682	0.870162
1467	146.7	12.19609	0.868203
1468	146.8	12.204395	0.868067
1469	146.9	12.21232	0.866931
1470	147	12.221032	0.866171
1471	147.1	12.229388	0.865452
1472	147.2	12.237161	0.866478
1473	147.3	12.245645	0.863769
1474	147.4	12.253722	0.864509
1475	147.5	12.262002	0.861836
1476	147.6	12.270003	0.862091
1477	147.7	12.278588	0.861878
1478	147.8	12.286691	0.859721
1479	147.9	12.294997	0.860794
1480	148	12.303354	0.85784
1481	148.1	12.311329	0.858111
1482	148.2	12.31999	0.856662
1483	148.3	12.328449	0.85647
1484	148.4	12.336602	0.85487
1485	148.5	12.345391	0.854891
1486	148.6	12.353671	0.853672
1487	148.7	12.362358	0.852984
1488	148.8	12.370003	0.851973
1489	148.9	12.377852	0.849473
1490	149	12.386361	0.850744
1491	149.1	12.394413	0.849337
1492	149.2	12.403125	0.848988
1493	149.3	12.410668	0.849259
1494	149.4	12.419228	0.848993
1495	149.5	12.427712	0.846143
1496	149.6	12.435967	0.84605
1497	149.7	12.444806	0.845607
1498	149.8	12.45235	0.843997
1499	149.9	12.461011	0.843294
1500	150	12.469724	0.843747
1501	150.1	12.47775	0.841866
1502	150.2	12.48664	0.842809
1503	150.3	12.494996	0.842278
1504	150.4	12.503404	0.842064
1505	150.5	12.511329	0.839058
1506	150.6	12.52032	0.839037
1507	150.7	12.528727	0.840444
1508	150.8	12.536551	0.838735
1509	150.9	12.545009	0.836948
1510	151	12.553112	0.837807
1511	151.1	12.561723	0.837312
1512	151.2	12.570002	0.837979
1513	151.3	12.578131	0.834655
1514	151.4	12.586767	0.836072
1515	151.5	12.594691	0.835452
1516	151.6	12.60315	0.833759
1517	151.7	12.611328	0.83328
1518	151.8	12.61999	0.83254
1519	151.9	12.628727	0.834332
1520	152	12.636474	0.830831
1521	152.1	12.645364	0.831967
1522	152.2	12.653442	0.831087
1523	152.3	12.662078	0.829065
1524	152.4	12.670002	0.829096
1525	152.5	12.678156	0.829529
1526	152.6	12.687122	0.828429
1527	152.7	12.694996	0.826814
1528	152.8	12.703531	0.827257
1529	152.9	12.711685	0.827382
1530	153	12.72032	0.827142
1531	153.1	12.728727	0.826293
1532	153.2	12.73683	0.826179
1533	153.3	12.745669	0.825678
1534	153.4	12.753771	0.824423
1535	153.5	12.762408	0.824011
1536	153.6	12.770002	0.822662
1537	153.7	12.778765	0.822115
1538	153.8	12.787351	0.822031
1539	153.9	12.795605	0.821375
1540	154	12.804165	0.821339
1541	154.1	12.811989	0.819442
1542	154.2	12.82032	0.81915
1543	154.3	12.829032	0.819197
1544	154.4	12.83688	0.817697
1545	154.5	12.845288	0.817426
1546	154.6	12.853314	0.817186
1547	154.7	12.862001	0.816446
1548	154.8	12.870002	0.814842
1549	154.9	12.878485	0.812971
1550	155	12.887351	0.813664
1551	155.1	12.895352	0.812049
1552	155.2	12.903708	0.811153
1553	155.3	12.911683	0.809553
1554	155.4	12.92037	0.809184
1555	155.5	12.928676	0.811075
1556	155.6	12.93683	0.807626
1557	155.7	12.945313	0.8081
1558	155.8	12.953111	0.807532
1559	155.9	12.961671	0.805906
1560	156	12.970002	0.805047
1561	156.1	12.977851	0.805797
1562	156.2	12.986639	0.803958
1563	156.3	12.99436	0.804244
1564	156.4	13.003047	0.803515
1565	156.5	13.011049	0.802874
1566	156.6	13.019989	0.801071
1567	156.7	13.02832	0.800316
1568	156.8	13.03655	0.800556
1569	156.9	13.045364	0.799092
1570	157	13.053441	0.799264
1571	157.1	13.062001	0.798211
1572	157.2	13.070408	0.797659
1573	157.3	13.078892	0.79656
1574	157.4	13.087351	0.79471
1575	157.5	13.095326	0.795783
1576	157.6	13.103682	0.794142
1577	157.7	13.111327	0.792923
1578	157.8	13.120269	0.792694
1579	157.9	13.128371	0.790808
1580	158	13.136245	0.790089
1581	158.1	13.145008	0.789068
1582	158.2	13.152679	0.788739
1583	158.3	13.161391	0.786885
1584	158.4	13.169392	0.787796
1585	158.5	13.177469	0.784702
1586	158.6	13.186359	0.786457
1587	158.7	13.19408	0.784764
1588	158.8	13.202793	0.783701
1589	158.9	13.210641	0.781669
1590	159	13.219277	0.783279
1591	159.1	13.228041	0.783019
1592	159.2	13.23589	0.780284
1593	159.3	13.244754	0.780758
1594	159.4	13.252882	0.779747
1595	159.5	13.260959	0.778945
1596	159.6	13.269392	0.778486
1597	159.7	13.277189	0.778184
1598	159.8	13.285953	0.776793
1599	159.9	13.293724	0.777199
1600	160	13.302361	0.777121
1601	160.1	13.310007	0.777059
1602	160.2	13.318567	0.775766
1603	160.3	13.327354	0.775391
1604	160.4	13.335331	0.776105
1605	160.5	13.344118	0.773474
1606	160.6	13.351992	0.772208
1607	160.7	13.361111	0.773224
1608	160.8	13.369392	0.772265
1609	160.9	13.377165	0.771426
1610	161	13.386079	0.771463
1611	161.1	13.39408	0.769968
1612	161.2	13.402793	0.769983
1613	161.3	13.410311	0.769176
1614	161.4	13.418871	0.768457
1615	161.5	13.427634	0.767774
1616	161.6	13.435279	0.767498
1617	161.7	13.444042	0.767503
