 Instron DAT-file 
 ================ 
 
Test data:
----------
Filename : 	rope2.DAT
Date : 	 1AUG12  
User : 	bp                            
Sample ID : 	rope    
Machine : 	4505
Test Type : 	Tensile
Method number : 	0   	Tensile               kvds            6/10/2010             
Sample Temp : 	20	°C
Humidity : 	50	%
Speed : 	5	mm/min
Samplerate : 	10	pts/s
Specimen gauge length : 	400	mm
Grip distance : 	400	mm
 
Specimen data:
--------------
Specimen number : 	2
Specimen geometry : 	cylindrical
Surface : 	7.065	mm²
Diameter : 	3	mm
Extensometer removed at point :  0 
Max Load : 	5.474885	kN
Displ. at Max Load : 	.342756	mm
Comment : 	
 
Test results :
--------------
Point nr.	Time [s]	Displ [mm]	Load [kN]
772	77.2	6.407353	3.826935
773	77.3	6.41543	3.831582
774	77.4	6.423812	3.840085
775	77.5	6.432067	3.846546
776	77.6	6.440653	3.853339
777	77.7	6.449035	3.859696
778	77.8	6.457239	3.865593
779	77.9	6.465722	3.873388
780	78	6.474028	3.880411
781	78.1	6.482689	3.886683
782	78.2	6.490284	3.892665
783	78.3	6.498488	3.900855
784	78.4	6.507048	3.908107
785	78.5	6.514999	3.912838
786	78.6	6.523711	3.921529
787	78.7	6.531636	3.928739
788	78.8	6.539992	3.933907
789	78.9	6.5484	3.942118
790	79	6.556274	3.946328
791	79.1	6.565011	3.954914
792	79.2	6.573037	3.963292
793	79.3	6.581673	3.967272
794	79.4	6.590005	3.975129
795	79.5	6.598132	3.979339
796	79.6	6.607048	3.987508
797	79.7	6.614795	3.992926
798	79.8	6.623482	4.000991
799	79.9	6.631711	4.007743
800	80	6.639992	4.012558
801	80.1	6.648323	4.019997
802	80.2	6.656552	4.024686
803	80.3	6.665367	4.031981
804	80.4	6.673367	4.038712
805	80.5	6.681673	4.043568
806	80.6	6.690005	4.051403
807	80.7	6.698082	4.055863
808	80.8	6.706972	4.065137
809	80.9	6.715328	4.069764
810	81	6.723685	4.076537
811	81.1	6.732041	4.08258
812	81.2	6.740804	4.088603
813	81.3	6.749161	4.095376
814	81.4	6.756908	4.102378
815	81.5	6.765671	4.108172
816	81.6	6.773672	4.115237
817	81.7	6.782028	4.120489
818	81.8	6.79036	4.129241
819	81.9	6.798132	4.133242
820	82	6.807073	4.141704
821	82.1	6.814998	4.148143
822	82.2	6.823481	4.153436
823	82.3	6.831355	4.161606
824	82.4	6.839992	4.167337
825	82.5	6.848755	4.17584
826	82.6	6.856552	4.181341
827	82.7	6.865011	4.187489
828	82.8	6.873393	4.193866
829	82.9	6.881723	4.201098
830	83	6.890004	4.207933
831	83.1	6.898157	4.213956
832	83.2	6.906996	4.220729
833	83.3	6.914718	4.227023
834	83.4	6.923354	4.234192
835	83.5	6.93133	4.240965
836	83.6	6.939991	4.248676
837	83.7	6.948399	4.255094
838	83.8	6.955917	4.261034
839	83.9	6.96435	4.267432
840	84	6.972732	4.27656
841	84.1	6.981317	4.283103
842	84.2	6.989674	4.290793
843	84.3	6.997522	4.297254
844	84.4	7.006361	4.303777
845	84.5	7.014286	4.309716
846	84.6	7.023075	4.319365
847	84.7	7.03133	4.325575
848	84.8	7.040397	4.332536
849	84.9	7.048754	4.340476
850	85	7.056806	4.346332
851	85.1	7.065315	4.355002
852	85.2	7.073722	4.361441
853	85.3	7.082028	4.368506
854	85.4	7.090004	4.375175
855	85.5	7.098208	4.379739
856	85.6	7.106717	4.387971
857	85.7	7.114693	4.394681
858	85.8	7.12343	4.404018
859	85.9	7.131354	4.40879
860	86	7.139991	4.415709
861	86.1	7.148043	4.42392
862	86.2	7.156247	4.431026
863	86.3	7.16501	4.436653
864	86.4	7.172757	4.442884
865	86.5	7.181317	4.449157
866	86.6	7.189749	4.457701
867	86.7	7.197522	4.461953
868	86.8	7.206361	4.471539
869	86.9	7.214032	4.477458
870	87	7.223074	4.485565
871	87.1	7.230669	4.492359
872	87.2	7.238797	4.497714
873	87.3	7.247357	4.506301
874	87.4	7.255332	4.511219
875	87.5	7.264172	4.520576
876	87.6	7.271715	4.526661
877	87.7	7.280275	4.533143
878	87.8	7.288683	4.540124
879	87.9	7.296836	4.54698
880	88	7.30499	4.554441
881	88.1	7.313041	4.562048
882	88.2	7.322388	4.569008
883	88.3	7.330288	4.576261
884	88.4	7.338492	4.58295
885	88.5	7.347712	4.591015
886	88.6	7.355332	4.596892
887	88.7	7.3644	4.602248
888	88.8	7.371969	4.610001
889	88.9	7.380631	4.616878
890	89	7.388327	4.624068
891	89.1	7.396531	4.629007
892	89.2	7.404989	4.637655
893	89.3	7.41299	4.643574
894	89.4	7.421728	4.650514
895	89.5	7.430008	4.658745
896	89.6	7.437882	4.66306
897	89.7	7.446645	4.670833
898	89.8	7.45429	4.677877
899	89.9	7.463358	4.685296
900	90	7.471715	4.693945
901	90.1	7.480326	4.699509
902	90.2	7.489038	4.707157
903	90.3	7.496835	4.712471
904	90.4	7.505268	4.720078
905	90.5	7.513371	4.727476
906	90.6	7.522362	4.735187
907	90.7	7.530008	4.741064
908	90.8	7.538237	4.747295
909	90.9	7.547051	4.755402
910	91	7.555002	4.761091
911	91.1	7.56379	4.76726
912	91.2	7.571715	4.775763
913	91.3	7.580351	4.780431
914	91.4	7.588631	4.786391
915	91.5	7.596556	4.793206
916	91.6	7.605725	4.802167
917	91.7	7.613371	4.805606
918	91.8	7.622362	4.816463
919	91.9	7.630313	4.821944
920	92	7.638796	4.826967
921	92.1	7.647763	4.834886
922	92.2	7.65589	4.841992
923	92.3	7.664729	4.848557
924	92.4	7.672629	4.854913
925	92.5	7.681036	4.863083
926	92.6	7.689317	4.868334
927	92.7	7.697165	4.875503
928	92.8	7.706004	4.883714
929	92.9	7.713675	4.888841
930	93	7.722718	4.89699
931	93.1	7.730718	4.902054
932	93.2	7.739203	4.908452
933	93.3	7.748041	4.916725
934	93.4	7.75589	4.92108
935	93.5	7.765009	4.928917
936	93.6	7.772349	4.935418
937	93.7	7.78129	4.940982
938	93.8	7.789723	4.946463
939	93.9	7.79813	4.952299
940	94	7.806715	4.960843
941	94.1	7.814361	4.963886
942	94.2	7.823073	4.970909
943	94.3	7.830643	4.976619
944	94.4	7.839151	4.982392
945	94.5	7.847711	4.988561
946	94.6	7.855611	4.994354
947	94.7	7.864068	5.00046
948	94.8	7.87212	5.005566
949	94.9	7.881087	5.01138
950	95	7.889316	5.017112
951	95.1	7.897292	5.0208
952	95.2	7.905953	5.028198
953	95.3	7.913726	5.032616
954	95.4	7.922768	5.037493
955	95.5	7.930692	5.043036
956	95.6	7.938846	5.04858
957	95.7	7.947711	5.055728
958	95.8	7.95561	5.059771
959	95.9	7.964043	5.066898
960	96	7.971968	5.070108
961	96.1	7.98068	5.077339
962	96.2	7.988909	5.082841
963	96.3	7.996834	5.086196
964	96.4	8.005318	5.092719
965	96.5	8.013395	5.099596
966	96.6	8.022412	5.106557
967	96.7	8.030362	5.113413
968	96.8	8.038795	5.118478
969	96.9	8.047355	5.124271
970	97	8.055686	5.128543
971	97.1	8.064449	5.133274
972	97.2	8.072348	5.13838
973	97.3	8.081365	5.143694
974	97.4	8.089672	5.146236
975	97.5	8.09719	5.149008
976	97.6	8.106004	5.154802
977	97.7	8.113725	5.159553
978	97.8	8.122361	5.165493
979	97.9	8.130362	5.169536
980	98	8.13816	5.174871
981	98.1	8.147406	5.18081
982	98.2	8.155331	5.185562
983	98.3	8.163357	5.191314
984	98.4	8.171765	5.197357
985	98.5	8.179994	5.202859
986	98.6	8.188401	5.206986
987	98.7	8.19625	5.210674
988	98.8	8.204988	5.21851
989	98.9	8.21309	5.223407
990	99	8.221649	5.228013
991	99.1	8.230007	5.232639
992	99.2	8.237753	5.237787
993	99.3	8.246669	5.242893
994	99.4	8.25472	5.248624
995	99.5	8.263077	5.254814
996	99.6	8.271027	5.259961
997	99.7	8.279638	5.264504
998	99.8	8.288401	5.271464
999	99.9	8.29592	5.271527
1000	100	8.304759	5.276821
1001	100.1	8.312353	5.28103
1002	100.2	8.320989	5.283948
1003	100.3	8.329396	5.290658
1004	100.4	8.33755	5.294493
1005	100.5	8.346364	5.29616
1006	100.6	8.353958	5.298202
1007	100.7	8.362772	5.302995
1008	100.8	8.370722	5.30658
1009	100.9	8.379308	5.312165
1010	101	8.388071	5.318563
1011	101.1	8.395919	5.322002
1012	101.2	8.404403	5.32767
1013	101.3	8.412328	5.3314
1014	101.4	8.421447	5.339445
1015	101.5	8.429676	5.345447
1016	101.6	8.437677	5.348593
1017	101.7	8.446363	5.354262
1018	101.8	8.453933	5.358972
1019	101.9	8.463052	5.364349
1020	102	8.471052	5.367642
1021	102.1	8.479994	5.373394
1022	102.2	8.488324	5.379062
1023	102.3	8.496528	5.383709
1024	102.4	8.505648	5.38869
1025	102.5	8.513445	5.391982
1026	102.6	8.522005	5.39811
1027	102.7	8.530006	5.400944
1028	102.8	8.538794	5.402632
1029	102.9	8.547354	5.406696
1030	103	8.555355	5.409697
1031	103.1	8.563712	5.41376
1032	103.2	8.571992	5.419909
1033	103.3	8.580349	5.425098
1034	103.4	8.588731	5.428119
1035	103.5	8.59691	5.432475
1036	103.6	8.605317	5.439331
1037	103.7	8.613749	5.441895
1038	103.8	8.62236	5.447167
1039	103.9	8.630311	5.451877
1040	104	8.638565	5.454732
1041	104.1	8.647761	5.460984
1042	104.2	8.655888	5.461901
1043	104.3	8.664448	5.468049
1044	104.4	8.672729	5.469945
1045	104.5	8.68139	5.469362
1046	104.6	8.689797	5.472113
1047	104.7	8.697468	5.472217
1048	104.8	8.706002	5.474884
1049	104.9	8.714079	5.463422
1050	105	8.723071	5.462943
1051	105.1	8.731072	5.460339
1052	105.2	8.739531	5.459442
1053	105.3	8.748091	5.462235
1054	105.4	8.755888	5.461171
1055	105.5	8.764752	5.457754
1056	105.6	8.772754	5.457108
1057	105.7	8.781364	5.457108
1058	105.8	8.789721	5.458796
1059	105.9	8.797849	5.459775
1060	106	8.806638	5.464756
1061	106.1	8.814994	5.464631
1062	106.2	8.823477	5.466194
1063	106.3	8.831326	5.462152
1064	106.4	8.840369	5.461234
1065	106.5	8.848674	5.463131
1066	106.6	8.856599	5.460046
1067	106.7	8.865007	5.462214
1068	106.8	8.873033	5.461651
1069	106.9	8.881719	5.460463
1070	107	8.89	5.460255
1071	107.1	8.897442	5.444062
1072	107.2	8.906332	5.44277
1073	107.3	8.914308	5.444499
1074	107.4	8.923071	5.446959
1075	107.5	8.931275	5.448897
1076	107.6	8.939987	5.447855
1077	107.7	8.948725	5.431767
1078	107.8	8.956243	5.42689
1079	107.9	8.965006	5.422493
1080	108	8.973109	5.421179
1081	108.1	8.981999	5.420117
1082	108.2	8.99	5.4207
1083	108.3	8.997848	5.419179
1084	108.4	9.006357	5.418867
1085	108.5	9.014359	5.420888
1086	108.6	9.023071	5.4182
1087	108.7	9.03097	5.41276
1088	108.8	9.038793	5.409343
1089	108.9	9.047632	5.404299
1090	109	9.055634	5.398485
1091	109.1	9.064371	5.395984
1092	109.2	9.072753	5.394608
1093	109.3	9.081389	5.390003
1094	109.4	9.08972	5.381229
1095	109.5	9.097797	5.368955
1096	109.6	9.106408	5.362077
1097	109.7	9.114409	5.344988
1098	109.8	9.122968	5.32815
1099	109.9	9.131046	5.293326
1100	110	9.139149	5.252375
1101	110.1	9.147556	5.169827
1102	110.2	9.155557	4.994125
1103	110.3	9.167673	0.103593
1104	110.4	9.175648	0.121875
1105	110.5	9.18403	0.132178
1106	110.6	9.192006	0.138011
1107	110.7	9.200591	0.144323
1108	110.8	9.209075	0.147506
1109	110.9	9.217279	0.151739
1110	111	9.226092	0.156819
1111	111.1	9.234399	0.161086
1112	111.2	9.242552	0.16442
1113	111.3	9.250959	0.168784
1114	111.4	9.259646	0.172621
1115	111.5	9.268079	0.176018
1116	111.6	9.276131	0.17874
1117	111.7	9.284411	0.182887
1118	111.8	9.292412	0.186977
1119	111.9	9.300718	0.189272
1120	112	9.308719	0.194295
1121	112.1	9.317	0.195819
1122	112.2	9.325331	0.20025
1123	112.3	9.333408	0.203073
1124	112.4	9.341993	0.205848
1125	112.5	9.349994	0.209896
1126	112.6	9.358554	0.21416
1127	112.7	9.367012	0.216622
1128	112.8	9.375292	0.219886
1129	112.9	9.383852	0.224312
1130	113	9.392031	0.22675
1131	113.1	9.400591	0.228881
1132	113.2	9.409075	0.232804
1133	113.3	9.416948	0.236243
1134	113.4	9.425712	0.239802
1135	113.5	9.433636	0.242602
1136	113.6	9.441916	0.24633
1137	113.7	9.449994	0.249177
1138	113.8	9.458172	0.252358
1139	113.9	9.467012	0.256656
1140	114	9.474987	0.258766
1141	114.1	9.483395	0.260879
1142	114.2	9.491676	0.266008
1143	114.3	9.500311	0.269397
1144	114.4	9.508719	0.270796
1145	114.5	9.516923	0.274805
1146	114.6	9.525356	0.27827
1147	114.7	9.533687	0.280898
1148	114.8	9.542272	0.284243
1149	114.9	9.55073	0.287447
1150	115	9.558909	0.289549
1151	115.1	9.567367	0.293785
1152	115.2	9.576029	0.295885
1153	115.3	9.584309	0.300157
1154	115.4	9.592361	0.302061
1155	115.5	9.600641	0.305057
1156	115.6	9.609074	0.307456
1157	115.7	9.617329	0.309941
1158	115.8	9.625686	0.31525
1159	115.9	9.634042	0.31728
1160	116	9.642272	0.320171
1161	116.1	9.650679	0.322646
1162	116.2	9.659239	0.326298
1163	116.3	9.668053	0.328638
1164	116.4	9.676359	0.331467
1165	116.5	9.684994	0.333894
1166	116.6	9.692996	0.337541
