0	0	51.629691	0.033743
1	.1	51.629691	0.035084
2	.2	51.629643	0.034232
3	.3	51.629643	0.033743
4	.4	51.629643	0.033042
5	.5	51.629643	0.034324
6	.6	51.629643	0.034501
7	.7	51.629643	0.034688
8	.8	51.629643	0.034321
9	.9	51.629643	0.034665
10	1	51.629643	0.033709
11	1.1	51.629643	0.034063
12	1.2	51.629691	0.033847
13	1.3	51.629643	0.033526
14	1.4	51.629691	0.034975
15	1.5	51.629691	0.034303
16	1.6	51.629643	0.034454
17	1.7	51.629691	0.033659
18	1.8	51.629643	0.033201
19	1.9	51.629691	0.03257
20	2	51.629643	0.033904
21	2.1	51.629691	0.033915
22	2.2	51.629643	0.034394
23	2.3	51.629691	0.034157
24	2.4	51.629643	0.033956
25	2.5	51.629691	0.033625
26	2.6	51.629643	0.033672
27	2.7	51.629691	0.034003
28	2.8	51.629643	0.034225
29	2.9	51.629643	0.035462
30	3	51.629643	0.035207
31	3.1	51.629643	0.033282
32	3.2	51.629643	0.034016
33	3.3	51.629643	0.03406
34	3.4	51.629691	0.033618
35	3.5	51.629643	0.034759
36	3.6	51.629643	0.035423
37	3.7	51.629643	0.034433
38	3.8	51.629643	0.034316
39	3.9	51.629643	0.033469
40	4	51.629643	0.034214
41	4.1	51.629643	0.033928
42	4.2	51.629643	0.03367
43	4.3	51.629643	0.033756
44	4.4	51.629643	0.035788
45	4.5	51.629643	0.034459
46	4.6	51.629643	0.034485
47	4.7	51.629643	0.033956
48	4.8	51.629643	0.034983
49	4.9	51.629643	0.034667
50	5	51.629643	0.033818
51	5.1	51.629643	0.034334
52	5.2	51.629643	0.034449
53	5.3	51.629643	0.033081
54	5.4	51.629643	0.033232
55	5.5	51.629643	0.034081
56	5.6	51.629643	0.034902
57	5.7	51.629643	0.035428
58	5.8	51.629643	0.033248
59	5.9	51.629643	0.033998
60	6	51.629643	0.034102
61	6.1	51.629643	0.033334
62	6.2	51.629643	0.034576
63	6.3	51.629643	0.033818
64	6.4	51.750009	0.041378
65	6.5	51.920014	0.048622
66	6.6	52.094991	0.058884
67	6.7	52.264997	0.066001
68	6.8	52.434996	0.074558
69	6.9	52.605001	0.082623
70	7	52.775001	0.091123
71	7.1	52.945006	0.100064
72	7.2	53.115005	0.109163
73	7.3	53.280002	0.117989
74	7.4	53.450008	0.128091
75	7.5	53.615005	0.137815
76	7.6	53.78501	0.146631
77	7.7	53.950008	0.156027
78	7.8	54.120007	0.166226
79	7.9	54.285004	0.175726
80	8	54.455009	0.184346
81	8.1	54.620007	0.195428
82	8.2	54.785004	0.203751
83	8.3	54.955009	0.215158
84	8.4	55.120006	0.224257
85	8.5	55.290012	0.234451
86	8.6	55.455009	0.245413
87	8.7	55.620006	0.254345
88	8.8	55.790005	0.264627
89	8.9	55.955009	0.275292
90	9	56.120006	0.285001
91	9.1	56.290005	0.295864
92	9.2	56.455002	0.304716
93	9.3	56.620006	0.315206
94	9.4	56.785003	0.325327
95	9.5	56.955002	0.33564
96	9.6	57.120005	0.347089
97	9.7	57.290005	0.355722
98	9.8	57.455002	0.368163
99	9.9	57.619999	0.378015
100	10	57.785002	0.388673
101	10.1	57.955002	0.399728
102	10.2	58.119999	0.411979
103	10.3	58.290004	0.42141
104	10.4	58.455001	0.433791
105	10.5	58.619999	0.446254
106	10.6	58.790004	0.458323
107	10.7	58.955001	0.469024
108	10.8	59.119998	0.4809
109	10.9	59.290004	0.493727
110	11	59.455001	0.506325
111	11.1	59.619998	0.518767
112	11.2	59.784995	0.529817
113	11.3	59.949993	0.543939
114	11.4	60.119998	0.555583
115	11.5	60.284995	0.569989
116	11.6	60.449992	0.582889
117	11.7	60.61499	0.595489
118	11.8	60.784995	0.608929
119	11.9	60.949992	0.624186
120	12	61.119998	0.637456
121	12.1	61.284995	0.649963
122	12.2	61.449992	0.663566
123	12.3	61.614989	0.678764
124	12.4	61.779986	0.692364
125	12.5	61.949992	0.704715
126	12.6	62.114989	0.71997
127	12.7	62.279986	0.731737
128	12.8	62.449991	0.744384
129	12.9	62.615013	0.759407
130	13	62.784988	0.77238
131	13.1	62.949991	0.787593
132	13.2	63.115013	0.800748
133	13.3	63.279986	0.813534
134	13.4	63.449985	0.828226
135	13.5	63.615012	0.842418
136	13.6	63.784987	0.856027
137	13.7	63.950009	0.867233
138	13.8	64.120014	0.879665
139	13.9	64.284987	0.889485
140	14	64.450009	0.895451
141	14.1	64.615012	0.908856
142	14.2	64.785011	0.922699
143	14.3	64.950008	0.935875
144	14.4	65.120014	0.946832
145	14.5	65.285011	0.959899
146	14.6	65.450008	0.971778
147	14.7	65.615005	0.981802
148	14.8	65.785011	0.990528
149	14.9	65.950008	0.995118
150	15	66.115005	1.005028
151	15.1	66.28501	1.015078
152	15.2	66.450008	1.025081
153	15.3	66.615005	1.031886
154	15.4	66.78501	1.010566
155	15.5	66.950007	1.01389
156	15.6	67.120007	1.022205
157	15.7	67.285004	1.030578
158	15.8	67.450007	0.810845
159	15.9	67.615004	0.848832
160	16	67.785004	0.884562
161	16.1	67.950001	0.914749
162	16.2	68.120006	0.942544
163	16.3	68.285003	0.966917
164	16.4	68.450001	0.989054
165	16.5	68.620006	1.004741
166	16.6	68.785003	1.019741
167	16.7	68.95	1.030739
168	16.8	69.120006	1.039972
169	16.9	69.285003	1.05022
170	17	69.45	1.057607
171	17.1	69.614997	1.062677
172	17.2	69.779995	0.983558
173	17.3	69.95	0.931984
174	17.4	70.114997	0.936042
175	17.5	70.279994	0.940189
176	17.6	70.45	0.945738
177	17.7	70.614997	0.953532
178	17.8	70.785002	0.959195
179	17.9	70.949999	0.965536
180	18	71.119999	0.969199
181	18.1	71.284996	0.970011
182	18.2	71.449999	0.975951
183	18.3	71.614996	0.979103
